supplier,region,weather,shipment_mode,product_category,distance_km,supplier_reliability,lead_time_days,order_volume,inventory_level,route_risk,traffic_index,disrupted
Supplier_E,North,Clear,Road,Food,381.0,0.697,1.0,643.0,491.0,0.666,0.534,0
Supplier_D,Central,Storm,Road,Textile,703.0,0.69,4.0,764.0,655.0,0.519,0.645,1
Supplier_B,Central,Flood,Road,Textile,338.0,0.883,11.6,480.0,313.0,0.28,0.01,1
Supplier_A,West,Clear,Road,Food,689.0,0.632,5.5,106.0,715.0,0.611,0.499,0
Supplier_D,Central,Rain,Rail,Pharma,658.0,0.726,12.0,294.0,372.0,0.405,0.46,1
Supplier_C,North,Clear,Road,Pharma,501.0,0.698,12.3,813.0,464.0,0.51,0.664,0
Supplier_A,North,Clear,Sea,Pharma,697.0,0.901,15.0,165.0,861.0,0.494,,0
Supplier_B,South,Rain,Road,Electronics,163.0,0.757,11.7,509.0,287.0,0.325,0.102,0
Supplier_E,North,Storm,Rail,Electronics,592.0,0.938,13.1,20.0,659.0,0.371,0.262,0
Supplier_B,Central,Heatwave,Road,Automotive,430.0,0.607,7.0,177.0,721.0,0.324,0.323,0
Supplier_A,North,Clear,Rail,Pharma,1294.0,0.773,6.7,580.0,568.0,0.179,0.663,0
Supplier_D,East,Clear,Rail,Food,591.0,0.694,6.9,426.0,474.0,0.01,0.582,0
Supplier_A,Central,Clear,Rail,Automotive,395.0,0.596,6.0,352.0,968.0,0.211,0.363,0
Supplier_E,West,Clear,Road,Automotive,192.0,0.77,6.4,273.0,497.0,0.39,0.532,0
Supplier_E,South,Clear,Rail,Pharma,889.0,1.0,8.3,61.0,545.0,0.567,0.267,0
Supplier_E,East,Clear,Road,Automotive,459.0,0.652,4.6,545.0,426.0,0.509,0.951,0
Supplier_E,East,Clear,Rail,Electronics,344.0,0.761,1.9,369.0,533.0,0.294,0.626,0
Supplier_B,West,Clear,Road,Food,637.0,0.583,7.1,146.0,712.0,0.214,0.673,0
Supplier_B,East,Clear,Air,Electronics,719.0,0.561,3.9,425.0,439.0,0.314,0.803,0
Supplier_B,South,Storm,Road,Food,715.0,0.662,4.2,525.0,36.0,0.155,0.724,1
Supplier_C,West,Clear,Air,Electronics,555.0,0.713,5.6,384.0,613.0,0.01,0.507,0
Supplier_E,Central,Rain,Road,Textile,591.0,0.719,4.9,441.0,263.0,0.041,0.459,0
Supplier_D,East,Heatwave,Road,Automotive,610.0,0.746,9.3,427.0,663.0,0.625,0.783,1
Supplier_D,North,Rain,Road,Pharma,637.0,0.533,5.5,293.0,500.0,0.721,0.506,1
Supplier_E,East,Clear,Road,Automotive,660.0,0.686,9.5,430.0,707.0,0.501,0.335,0
Supplier_D,Central,Clear,Rail,Pharma,835.0,0.855,6.6,552.0,291.0,0.338,0.933,0
Supplier_B,Central,Rain,Sea,Food,565.0,0.576,5.7,606.0,382.0,0.071,0.294,0
Supplier_C,East,Rain,Air,Electronics,338.0,0.727,6.5,562.0,425.0,0.318,0.118,0
Supplier_C,North,Clear,Road,Food,512.0,0.824,2.1,298.0,174.0,0.472,0.718,0
Supplier_A,East,Clear,Road,Electronics,746.0,0.663,7.0,535.0,745.0,0.516,0.339,0
Supplier_D,Central,Rain,Sea,Electronics,86.0,0.831,8.5,504.0,142.0,0.488,,0
Supplier_D,Central,Clear,Road,Food,87.0,0.552,9.0,292.0,741.0,0.592,0.9,1
Supplier_D,North,Rain,Road,Food,789.0,0.913,1.9,336.0,593.0,0.739,0.198,0
Supplier_C,South,Clear,Sea,Pharma,945.0,0.835,,542.0,456.0,0.269,,0
Supplier_D,East,Clear,Road,Electronics,221.0,0.788,4.4,668.0,576.0,0.911,0.826,1
Supplier_E,North,Storm,Road,Food,576.0,0.949,10.2,94.0,570.0,0.01,,1
Supplier_C,Central,Clear,Road,Textile,446.0,0.731,6.7,715.0,412.0,0.194,0.46,0
Supplier_C,North,Rain,Rail,Automotive,482.0,0.687,3.7,630.0,566.0,0.39,1.0,1
Supplier_A,West,Clear,Road,Electronics,629.0,0.986,1.6,456.0,661.0,0.46,0.479,0
Supplier_D,Central,Clear,Air,Textile,214.0,1.0,3.9,377.0,292.0,0.314,0.587,0
Supplier_E,West,Heatwave,Road,Food,262.0,0.676,3.7,490.0,576.0,0.251,0.863,1
Supplier_D,West,Clear,Road,Food,472.0,0.763,8.8,305.0,20.0,0.791,0.716,0
Supplier_E,South,Clear,Road,Electronics,512.0,0.937,9.0,388.0,75.0,0.241,0.791,0
Supplier_E,Central,Heatwave,Sea,Pharma,257.0,0.768,2.9,154.0,624.0,0.146,0.302,1
Supplier_D,East,Storm,Road,Automotive,755.0,0.869,8.3,107.0,408.0,0.688,0.77,1
Supplier_C,North,Rain,Air,Pharma,441.0,0.897,8.0,840.0,312.0,0.52,0.537,0
Supplier_A,South,Clear,Road,Electronics,440.0,0.696,2.5,431.0,488.0,0.569,0.336,0
Supplier_A,South,Clear,Road,Electronics,623.0,0.843,5.7,457.0,413.0,0.389,0.549,0
Supplier_B,East,Rain,Road,Textile,516.0,0.779,7.0,414.0,283.0,0.075,,0
Supplier_C,South,Clear,Rail,Textile,768.0,0.597,6.5,271.0,139.0,0.367,0.911,0
Supplier_D,East,Clear,Rail,Electronics,307.0,0.632,1.0,365.0,67.0,0.047,0.584,0
Supplier_C,East,Storm,Sea,Textile,187.0,0.682,6.4,436.0,663.0,0.398,0.328,1
Supplier_A,South,Clear,Sea,Textile,469.0,0.919,7.9,385.0,407.0,0.481,0.277,0
Supplier_B,West,Clear,Air,Pharma,566.0,0.924,10.7,285.0,713.0,0.565,0.49,0
Supplier_E,South,Clear,Rail,Automotive,227.0,0.892,4.0,506.0,405.0,0.332,0.204,0
Supplier_E,West,Clear,Rail,Pharma,189.0,0.846,4.4,454.0,578.0,0.5,0.343,0
Supplier_B,South,Rain,Rail,Pharma,597.0,0.842,5.4,491.0,472.0,0.169,0.446,0
Supplier_E,Central,Flood,Road,Automotive,353.0,0.822,6.9,547.0,510.0,0.543,0.407,1
Supplier_D,South,Clear,Sea,Pharma,172.0,0.841,,389.0,520.0,0.485,0.66,0
Supplier_E,North,Clear,Sea,Pharma,801.0,0.851,7.8,390.0,402.0,0.19,0.338,0
Supplier_E,North,Rain,Road,Pharma,386.0,0.569,2.6,687.0,229.0,0.456,,0
Supplier_D,Central,Clear,Sea,Electronics,849.0,0.661,7.2,250.0,669.0,0.568,0.129,0
Supplier_B,Central,Rain,Sea,Textile,557.0,0.626,3.8,83.0,851.0,0.366,0.496,0
Supplier_D,South,Heatwave,Road,Automotive,627.0,0.946,5.6,520.0,865.0,0.185,0.371,0
Supplier_B,West,Rain,Sea,Textile,495.0,1.0,11.1,307.0,378.0,0.386,0.228,1
Supplier_B,East,Clear,Road,Food,50.0,0.455,1.8,226.0,339.0,0.46,0.931,0
Supplier_D,North,Heatwave,Road,Electronics,254.0,1.0,5.2,579.0,378.0,0.184,0.682,0
Supplier_C,East,Clear,Road,Pharma,517.0,0.793,2.2,394.0,461.0,0.148,0.487,0
Supplier_C,West,Heatwave,Rail,Pharma,645.0,0.932,6.5,193.0,488.0,0.454,0.551,0
Supplier_B,Central,Rain,Road,Textile,85.0,0.856,9.1,768.0,280.0,0.515,0.442,1
Supplier_C,Central,Rain,Sea,Pharma,536.0,0.996,6.5,130.0,174.0,0.78,0.224,0
Supplier_A,North,Heatwave,Road,Automotive,258.0,0.811,5.6,404.0,511.0,0.483,0.727,1
Supplier_D,South,Rain,Road,Electronics,611.0,0.575,10.0,80.0,20.0,0.108,0.687,1
Supplier_C,East,Clear,Rail,Textile,545.0,0.764,7.0,469.0,478.0,0.758,0.065,0
Supplier_E,North,Clear,Road,Automotive,743.0,0.857,8.5,305.0,292.0,0.561,0.55,0
Supplier_C,East,Rain,Air,Food,827.0,0.748,8.1,567.0,672.0,0.01,0.574,0
Supplier_C,North,Rain,Road,Pharma,669.0,0.879,1.0,417.0,730.0,0.144,0.429,0
Supplier_A,North,Clear,Sea,Pharma,774.0,0.77,5.8,663.0,736.0,0.252,0.961,1
Supplier_A,North,Storm,Air,Pharma,459.0,0.691,2.8,343.0,424.0,0.518,0.938,1
Supplier_B,South,Rain,Road,Food,1284.0,0.617,3.5,131.0,250.0,0.01,0.417,0
Supplier_B,West,Clear,Road,Textile,233.0,0.721,10.4,463.0,321.0,0.326,0.451,0
Supplier_B,North,Clear,Road,Pharma,413.0,0.811,4.9,375.0,563.0,0.506,0.425,0
Supplier_B,Central,Clear,Sea,Automotive,784.0,0.486,11.7,93.0,138.0,0.01,0.366,1
Supplier_D,South,Clear,Air,Food,746.0,,1.8,230.0,807.0,0.499,0.297,0
Supplier_A,North,Clear,Road,Automotive,677.0,0.48,2.7,287.0,427.0,0.523,0.612,1
Supplier_B,South,Clear,Road,Automotive,726.0,0.687,8.3,700.0,610.0,0.181,0.932,0
Supplier_A,West,Clear,Sea,Electronics,50.0,0.96,5.0,547.0,108.0,0.119,0.841,0
Supplier_B,North,Clear,Road,Electronics,963.0,0.602,6.9,357.0,296.0,0.178,0.674,0
Supplier_D,North,Rain,Air,Textile,497.0,0.885,5.7,505.0,81.0,0.01,0.01,0
Supplier_A,Central,Clear,Air,Electronics,874.0,1.0,5.6,53.0,725.0,0.285,0.09,0
Supplier_B,East,Heatwave,Road,Food,50.0,0.998,5.1,318.0,465.0,0.394,0.734,0
Supplier_A,South,Heatwave,Rail,Automotive,617.0,0.8,6.5,492.0,626.0,0.106,0.856,1
Supplier_E,West,Rain,Road,Food,403.0,0.909,7.9,450.0,514.0,0.544,0.622,0
Supplier_D,Central,Heatwave,Road,Electronics,699.0,0.575,10.8,323.0,603.0,0.371,0.433,1
Supplier_B,South,Flood,Sea,Electronics,632.0,0.544,5.4,413.0,426.0,0.402,0.798,1
Supplier_A,East,Clear,Air,Automotive,645.0,0.784,4.8,481.0,455.0,0.27,0.666,0
Supplier_A,North,Storm,Sea,Textile,275.0,0.84,4.4,418.0,480.0,0.499,0.75,1
Supplier_C,South,Clear,Rail,Pharma,535.0,0.944,10.4,575.0,589.0,0.608,0.092,0
Supplier_D,East,Rain,Road,Food,503.0,0.695,8.1,477.0,595.0,0.268,0.576,0
Supplier_C,North,Rain,Air,Textile,679.0,0.809,1.0,512.0,1119.0,0.502,0.89,0
Supplier_E,Central,Clear,Rail,Textile,807.0,0.804,1.0,728.0,870.0,0.504,0.616,0
Supplier_B,Central,Clear,Road,Food,589.0,0.76,3.5,569.0,109.0,0.434,0.709,0
Supplier_B,South,Heatwave,Road,Automotive,218.0,0.769,6.7,733.0,469.0,0.685,0.508,0
Supplier_C,South,Clear,Rail,Textile,578.0,0.652,5.9,299.0,411.0,0.205,0.523,0
Supplier_B,North,Clear,Air,Automotive,1229.0,0.822,7.5,133.0,782.0,0.266,0.809,0
Supplier_E,East,Clear,Road,Food,978.0,0.809,5.5,395.0,431.0,0.195,0.353,0
Supplier_A,North,Clear,Sea,Automotive,50.0,0.714,10.2,379.0,602.0,0.495,0.331,0
Supplier_C,South,Flood,Road,Pharma,566.0,0.88,8.3,683.0,20.0,0.296,0.395,1
Supplier_C,East,Storm,Road,Textile,792.0,0.934,6.2,217.0,167.0,0.211,,0
Supplier_A,West,Clear,Road,Electronics,503.0,0.882,9.4,406.0,960.0,0.683,0.146,0
Supplier_C,East,Clear,Sea,Pharma,430.0,0.624,1.1,493.0,511.0,0.712,0.661,1
Supplier_C,South,Clear,Road,Pharma,481.0,0.795,,438.0,280.0,0.284,0.464,0
Supplier_B,West,Clear,Rail,Pharma,694.0,0.643,6.4,389.0,553.0,0.077,0.688,0
Supplier_A,West,Storm,Road,Food,251.0,0.794,7.8,485.0,268.0,0.723,0.034,0
Supplier_A,West,Storm,Air,Automotive,859.0,,1.0,614.0,438.0,0.444,0.689,1
Supplier_A,East,Clear,Air,Textile,535.0,,5.2,696.0,180.0,0.434,0.794,0
Supplier_C,Central,Rain,Road,Food,307.0,0.897,7.2,426.0,326.0,0.371,0.596,0
Supplier_A,South,Clear,Sea,Automotive,842.0,0.953,7.4,273.0,408.0,0.19,0.507,0
Supplier_E,Central,Rain,Road,Food,148.0,0.938,9.6,696.0,747.0,0.267,0.69,0
Supplier_B,South,Rain,Road,Electronics,406.0,0.739,8.3,226.0,602.0,0.486,0.78,1
Supplier_D,South,Rain,Rail,Automotive,401.0,0.716,5.8,742.0,640.0,0.26,0.615,0
Supplier_D,East,Rain,Air,Electronics,1107.0,1.0,8.0,662.0,494.0,0.437,0.631,0
Supplier_C,East,Heatwave,Road,Food,372.0,0.755,5.4,688.0,681.0,0.353,0.865,1
Supplier_E,West,Clear,Rail,Textile,50.0,0.577,6.4,543.0,308.0,0.139,0.667,0
Supplier_A,South,Clear,Road,Automotive,399.0,0.931,8.4,40.0,339.0,0.674,0.324,0
Supplier_B,Central,Clear,Rail,Food,668.0,0.802,5.9,233.0,590.0,0.469,0.779,0
Supplier_B,South,Rain,Air,Pharma,754.0,1.0,7.1,475.0,439.0,0.416,0.473,0
Supplier_A,East,Rain,Sea,Textile,1142.0,0.816,8.9,298.0,497.0,0.461,0.507,1
Supplier_B,Central,Rain,Rail,Textile,916.0,0.777,8.1,363.0,464.0,0.01,,0
Supplier_B,East,Storm,Rail,Pharma,599.0,1.0,9.7,530.0,776.0,0.251,0.713,0
Supplier_D,West,Clear,Rail,Electronics,318.0,0.549,13.0,389.0,787.0,0.045,0.885,0
Supplier_B,Central,Rain,Road,Food,972.0,0.692,8.1,201.0,362.0,0.375,0.505,0
Supplier_E,Central,Storm,Road,Automotive,454.0,0.647,4.6,579.0,113.0,0.415,0.881,1
Supplier_D,East,Clear,Sea,Textile,379.0,0.451,7.5,513.0,343.0,0.378,0.536,0
Supplier_E,East,Clear,Road,Textile,442.0,0.911,7.4,375.0,303.0,0.586,0.808,0
Supplier_A,North,Clear,Air,Pharma,224.0,0.696,7.8,548.0,683.0,0.051,0.544,0
Supplier_E,East,Clear,Road,Pharma,429.0,0.916,10.5,437.0,703.0,0.19,0.392,0
Supplier_D,Central,Storm,Sea,Textile,489.0,0.838,1.0,660.0,273.0,0.433,0.923,1
Supplier_E,East,Heatwave,Road,Pharma,740.0,0.871,10.5,447.0,334.0,0.403,0.371,1
Supplier_B,South,Rain,Sea,Food,449.0,0.712,11.6,658.0,175.0,0.087,0.356,0
Supplier_E,North,Clear,Air,Pharma,220.0,0.665,7.7,83.0,530.0,0.589,0.224,0
Supplier_C,South,Rain,Road,Pharma,133.0,0.793,7.8,503.0,490.0,0.659,0.779,1
Supplier_A,South,Storm,Air,Food,604.0,0.918,5.3,348.0,674.0,0.435,0.831,1
Supplier_C,Central,Clear,Rail,Pharma,569.0,0.772,6.0,265.0,609.0,0.048,0.582,0
Supplier_A,East,Flood,Road,Food,406.0,0.675,8.1,629.0,634.0,0.382,0.284,1
Supplier_E,North,Clear,Road,Pharma,428.0,0.6,7.9,580.0,161.0,0.418,0.499,0
Supplier_B,North,Clear,Air,Electronics,651.0,0.811,8.2,59.0,362.0,0.296,0.433,0
Supplier_B,Central,Clear,Air,Automotive,912.0,0.697,7.9,549.0,709.0,0.619,0.273,0
Supplier_C,Central,Clear,Road,Textile,347.0,0.769,8.7,527.0,382.0,0.327,0.392,0
Supplier_C,West,Flood,Sea,Food,573.0,0.744,8.4,290.0,142.0,0.771,0.611,1
Supplier_A,North,Clear,Road,Pharma,799.0,0.713,2.9,270.0,678.0,0.507,0.367,0
Supplier_E,North,Clear,Road,Automotive,348.0,0.824,8.5,134.0,373.0,0.405,0.564,0
Supplier_E,North,Clear,Rail,Food,546.0,0.863,11.6,359.0,734.0,0.534,0.109,0
Supplier_D,West,Clear,Road,Food,540.0,1.0,5.9,388.0,496.0,0.656,0.869,0
Supplier_D,West,Clear,Road,Food,209.0,0.894,10.5,563.0,439.0,0.53,0.414,0
Supplier_C,Central,Clear,Rail,Automotive,594.0,1.0,3.2,468.0,800.0,0.335,0.691,0
Supplier_C,North,Rain,Road,Electronics,558.0,0.657,5.9,229.0,213.0,0.218,0.542,0
Supplier_C,North,Clear,Road,Electronics,694.0,0.54,4.1,463.0,816.0,0.126,0.589,0
Supplier_A,Central,Storm,Air,Electronics,241.0,0.778,10.1,374.0,359.0,0.01,0.251,0
Supplier_A,Central,Clear,Rail,Electronics,553.0,0.909,10.9,252.0,536.0,0.385,0.333,0
Supplier_B,West,Storm,Sea,Textile,909.0,0.885,5.7,134.0,538.0,0.272,0.338,1
Supplier_C,North,Storm,Rail,Automotive,1090.0,0.962,9.5,532.0,406.0,0.283,0.506,1
Supplier_A,North,Clear,Rail,Automotive,883.0,0.4,11.0,500.0,332.0,0.556,0.792,1
Supplier_A,North,Clear,Road,Automotive,244.0,0.968,5.9,520.0,419.0,0.328,0.595,0
Supplier_E,West,Heatwave,Air,Electronics,667.0,0.83,6.4,289.0,277.0,0.729,0.302,0
Supplier_B,Central,Clear,Road,Pharma,424.0,0.548,8.2,451.0,932.0,0.235,0.519,0
Supplier_C,West,Rain,Road,Automotive,624.0,0.889,3.5,172.0,394.0,0.156,0.482,0
Supplier_C,South,Clear,Sea,Food,349.0,0.805,6.3,242.0,755.0,0.098,0.423,0
Supplier_D,West,Clear,Air,Food,104.0,0.837,12.4,426.0,726.0,0.495,0.497,0
Supplier_D,North,Rain,Rail,Automotive,460.0,0.93,4.5,467.0,580.0,0.58,0.668,0
Supplier_B,Central,Flood,Road,Electronics,738.0,0.845,8.6,127.0,470.0,0.231,0.342,1
Supplier_E,Central,Clear,Road,Automotive,625.0,0.559,7.6,230.0,543.0,0.137,0.424,0
Supplier_B,West,Storm,Rail,Automotive,655.0,0.759,5.5,354.0,626.0,0.656,0.716,1
Supplier_E,Central,Rain,Air,Food,606.0,0.537,6.7,593.0,522.0,0.06,0.603,0
Supplier_C,East,Clear,Rail,Food,655.0,0.877,11.3,274.0,155.0,0.552,0.781,0
Supplier_A,East,Clear,Road,Electronics,688.0,0.99,7.7,445.0,100.0,0.236,0.816,0
Supplier_D,South,Clear,Road,Pharma,479.0,0.594,8.1,464.0,832.0,0.429,0.201,0
Supplier_A,Central,Clear,Rail,Pharma,572.0,0.679,10.8,375.0,20.0,0.565,0.563,0
Supplier_D,West,Rain,Air,Textile,1003.0,0.648,5.1,468.0,543.0,0.445,0.388,1
Supplier_A,North,Clear,Road,Electronics,587.0,0.712,2.9,178.0,448.0,0.291,0.236,0
Supplier_B,Central,Clear,Road,Pharma,561.0,,11.3,302.0,535.0,0.629,0.326,0
Supplier_D,North,Rain,Road,Electronics,577.0,0.714,6.4,678.0,249.0,0.408,,0
Supplier_E,East,Rain,Road,Pharma,493.0,0.878,8.7,691.0,577.0,1.0,0.435,1
Supplier_C,North,Rain,Rail,Electronics,437.0,0.94,3.7,572.0,545.0,0.01,0.366,0
Supplier_A,West,Rain,Road,Pharma,604.0,0.945,7.2,618.0,1107.0,0.01,0.497,0
Supplier_B,East,Clear,Rail,Automotive,419.0,0.612,2.7,91.0,529.0,0.549,1.0,0
Supplier_E,East,Rain,Air,Automotive,512.0,0.988,6.2,249.0,797.0,0.344,0.12,0
Supplier_D,West,Clear,Sea,Pharma,344.0,1.0,4.1,364.0,170.0,0.509,0.75,0
Supplier_A,West,Clear,Sea,Automotive,578.0,1.0,3.4,855.0,724.0,0.13,0.496,0
Supplier_B,South,Clear,Road,Automotive,702.0,,5.1,364.0,550.0,0.361,0.404,0
Supplier_B,Central,Rain,Road,Textile,495.0,0.667,1.0,554.0,559.0,0.441,0.056,0
Supplier_A,East,Rain,Road,Textile,50.0,0.632,2.5,488.0,562.0,0.241,0.668,0
Supplier_E,North,Clear,Air,Pharma,703.0,0.615,8.3,484.0,875.0,0.396,0.183,0
Supplier_D,North,Flood,Road,Food,581.0,0.782,7.0,416.0,556.0,0.078,0.682,1
Supplier_A,South,Flood,Road,Automotive,292.0,0.907,2.8,204.0,327.0,0.429,,1
Supplier_D,West,Clear,Road,Pharma,751.0,0.976,7.6,20.0,364.0,0.639,0.218,0
Supplier_C,East,Rain,Road,Food,186.0,0.707,3.4,651.0,680.0,0.102,0.757,0
Supplier_A,South,Clear,Air,Food,822.0,0.774,8.2,309.0,598.0,0.09,0.506,0
Supplier_C,East,Heatwave,Air,Pharma,535.0,0.764,5.7,84.0,163.0,0.588,0.039,0
Supplier_A,Central,Clear,Rail,Electronics,50.0,0.685,5.0,499.0,613.0,0.087,0.235,0
Supplier_B,East,Clear,Sea,Electronics,596.0,0.89,5.7,495.0,262.0,0.518,0.539,0
Supplier_E,North,Clear,Road,Automotive,444.0,0.834,13.7,558.0,596.0,0.361,0.588,0
Supplier_D,North,Clear,Road,Textile,405.0,0.801,3.7,621.0,323.0,0.266,0.152,0
Supplier_A,East,Rain,Road,Automotive,358.0,0.834,6.7,255.0,438.0,0.643,0.507,0
Supplier_E,East,Rain,Air,Pharma,517.0,0.872,8.3,263.0,380.0,0.536,0.681,0
Supplier_C,Central,Clear,Rail,Electronics,424.0,0.871,3.1,363.0,834.0,0.406,0.72,0
Supplier_E,East,Rain,Road,Automotive,67.0,0.654,1.2,568.0,588.0,0.01,0.409,0
Supplier_D,West,Flood,Sea,Electronics,881.0,0.914,4.2,42.0,777.0,0.492,0.596,1
Supplier_B,East,Storm,Road,Food,486.0,0.818,8.3,443.0,1137.0,0.136,0.736,1
Supplier_C,South,Rain,Road,Textile,360.0,0.715,5.0,588.0,510.0,0.306,0.688,0
Supplier_C,West,Clear,Rail,Electronics,257.0,0.815,5.3,580.0,830.0,0.351,0.696,0
Supplier_D,West,Clear,Sea,Food,750.0,0.832,8.7,548.0,346.0,0.729,0.525,0
Supplier_B,West,Flood,Air,Textile,212.0,0.942,3.6,611.0,776.0,0.299,0.479,1
Supplier_B,North,Storm,Sea,Pharma,585.0,0.623,5.7,20.0,322.0,0.065,0.56,1
Supplier_B,West,Rain,Road,Textile,398.0,0.979,1.5,710.0,496.0,0.644,0.332,0
Supplier_B,South,Flood,Rail,Textile,413.0,0.783,7.0,479.0,618.0,0.495,0.745,1
Supplier_A,West,Clear,Sea,Food,263.0,0.704,6.7,660.0,653.0,0.503,0.163,0
Supplier_A,West,Rain,Rail,Pharma,389.0,0.699,8.4,209.0,220.0,0.648,0.389,0
Supplier_E,West,Clear,Road,Automotive,552.0,0.63,2.6,104.0,309.0,0.695,0.492,0
Supplier_A,Central,Clear,Sea,Automotive,611.0,0.519,5.4,742.0,635.0,0.172,0.603,1
Supplier_E,East,Clear,Road,Food,346.0,0.882,2.2,253.0,419.0,0.072,0.645,0
Supplier_A,North,Clear,Road,Electronics,526.0,1.0,5.3,364.0,193.0,0.518,0.828,0
Supplier_D,West,Heatwave,Sea,Automotive,781.0,0.537,10.4,515.0,484.0,0.298,0.517,1
Supplier_B,West,Clear,Sea,Pharma,118.0,0.637,5.0,559.0,474.0,0.316,0.342,0
Supplier_C,North,Storm,Sea,Electronics,548.0,0.893,1.9,614.0,539.0,0.126,0.468,0
Supplier_B,North,Storm,Sea,Electronics,303.0,0.773,4.0,460.0,616.0,0.467,0.43,1
Supplier_C,South,Rain,Road,Food,276.0,0.905,1.2,230.0,602.0,0.43,0.614,1
Supplier_C,Central,Heatwave,Sea,Electronics,618.0,0.765,2.1,547.0,331.0,0.319,0.265,1
Supplier_C,East,Clear,Road,Pharma,408.0,0.693,8.0,550.0,410.0,0.072,0.461,0
Supplier_B,Central,Clear,Air,Pharma,234.0,0.746,1.7,93.0,704.0,0.592,0.857,0
Supplier_C,Central,Clear,Road,Food,894.0,0.423,6.9,675.0,380.0,0.401,0.54,0
Supplier_E,East,Clear,Sea,Automotive,789.0,0.608,6.1,20.0,413.0,0.574,0.268,0
Supplier_C,West,Flood,Rail,Food,50.0,0.922,4.4,606.0,169.0,0.01,0.425,1
Supplier_B,South,Clear,Sea,Food,167.0,0.959,6.7,306.0,494.0,0.361,0.01,0
Supplier_A,North,Clear,Road,Electronics,704.0,0.991,3.2,547.0,576.0,0.207,0.487,0
Supplier_B,South,Clear,Road,Electronics,476.0,0.846,8.5,512.0,65.0,0.357,0.862,0
Supplier_A,East,Rain,Road,Textile,940.0,0.442,3.9,413.0,265.0,0.539,0.239,0
Supplier_A,North,Storm,Road,Automotive,710.0,0.685,4.8,501.0,187.0,0.424,0.18,1
Supplier_E,South,Clear,Air,Electronics,628.0,0.979,4.5,404.0,673.0,0.354,0.356,0
Supplier_A,North,Storm,Road,Food,284.0,1.0,8.1,549.0,79.0,0.353,0.703,1
Supplier_C,West,Rain,Rail,Electronics,678.0,0.984,7.6,813.0,483.0,0.038,0.875,0
Supplier_E,Central,Storm,Road,Electronics,218.0,0.745,1.0,179.0,658.0,0.169,0.599,1
Supplier_E,Central,Clear,Road,Pharma,889.0,0.584,6.8,20.0,541.0,0.574,0.217,0
Supplier_A,South,Rain,Rail,Automotive,660.0,0.774,1.0,345.0,403.0,0.249,0.495,0
Supplier_A,East,Clear,Road,Automotive,336.0,0.782,5.0,333.0,576.0,0.578,0.894,0
Supplier_B,Central,Clear,Road,Automotive,759.0,1.0,5.7,352.0,728.0,0.515,0.432,0
Supplier_C,East,Storm,Road,Electronics,1133.0,0.814,4.9,253.0,476.0,0.526,0.531,1
Supplier_E,South,Rain,Road,Electronics,493.0,0.783,7.5,577.0,20.0,0.417,0.553,0
Supplier_B,South,Clear,Rail,Food,693.0,0.791,8.2,171.0,753.0,0.263,0.16,0
Supplier_A,West,Flood,Road,Textile,438.0,0.84,3.7,501.0,588.0,0.32,0.72,1
Supplier_B,East,Clear,Road,Automotive,572.0,0.874,3.6,535.0,493.0,0.478,0.688,0
Supplier_E,Central,Rain,Air,Automotive,158.0,0.671,5.9,477.0,64.0,0.01,0.061,0
Supplier_A,Central,Heatwave,Rail,Electronics,550.0,0.621,1.4,508.0,434.0,0.599,0.207,1
Supplier_B,North,Rain,Rail,Textile,561.0,0.986,4.6,591.0,307.0,0.25,0.287,0
Supplier_A,West,Storm,Road,Textile,1018.0,0.534,10.0,430.0,232.0,0.333,0.665,1
Supplier_A,South,Rain,Sea,Food,83.0,1.0,1.5,358.0,470.0,0.334,0.335,0
Supplier_E,East,Storm,Road,Pharma,477.0,0.493,5.0,508.0,382.0,0.342,0.588,1
Supplier_A,South,Rain,Road,Automotive,885.0,0.692,4.2,528.0,397.0,0.087,,0
Supplier_B,South,Rain,Sea,Automotive,487.0,0.926,12.0,580.0,663.0,0.38,0.516,0
Supplier_E,South,Clear,Air,Textile,505.0,0.78,4.4,112.0,556.0,0.469,0.609,0
Supplier_D,North,Storm,Rail,Electronics,333.0,0.583,4.6,387.0,391.0,0.01,0.56,1
Supplier_A,West,Clear,Sea,Food,308.0,0.844,2.9,228.0,363.0,0.09,0.496,0
Supplier_C,North,Heatwave,Road,Automotive,75.0,0.79,6.0,521.0,400.0,0.529,0.572,0
Supplier_E,South,Clear,Sea,Pharma,386.0,0.748,6.8,551.0,446.0,0.492,0.548,0
Supplier_C,North,Clear,Air,Textile,293.0,0.686,3.3,371.0,628.0,0.41,0.454,0
Supplier_C,North,Flood,Road,Electronics,581.0,0.775,9.0,289.0,271.0,0.214,0.405,1
Supplier_C,South,Clear,Road,Electronics,345.0,0.693,6.8,527.0,821.0,0.493,0.914,0
Supplier_D,Central,Clear,Road,Automotive,425.0,1.0,8.6,396.0,629.0,0.109,0.403,0
Supplier_A,Central,Storm,Sea,Electronics,432.0,0.744,5.0,677.0,20.0,0.323,0.801,1
Supplier_E,South,Clear,Road,Food,537.0,0.724,6.7,739.0,519.0,0.089,0.349,0
Supplier_E,East,Clear,Road,Pharma,413.0,0.699,5.4,600.0,729.0,0.318,0.678,0
Supplier_A,Central,Rain,Air,Automotive,274.0,1.0,10.4,462.0,586.0,0.144,0.892,0
Supplier_E,South,Clear,Air,Electronics,572.0,0.534,6.3,749.0,409.0,0.501,0.426,0
